coin,ext_atr_at_entry,rsi_at_entry,max_adverse_pct,duration_h,return_pct,layers
LINK,1.698,59.6,9.94,12,2.97,3
LINK,1.505,67.1,6.46,24,2.97,3
LINK,1.499,60.1,0.89,4,2.97,1
LINK,1.965,60.1,1.24,3,2.97,1
LINK,2.185,60.1,1.0,2,2.97,1
LINK,2.635,53.2,30.32,120,2.97,3
LINK,2.038,66.4,0.0,1,2.97,1
LINK,2.003,66.4,1.25,2,2.97,2
LINK,1.957,66.4,0.0,1,2.97,1
LINK,2.151,66.4,1.63,4,2.97,2
LINK,2.813,60.3,19.98,40,2.97,3
LINK,2.745,65.7,3.94,10,2.97,3
LINK,2.687,65.7,0.0,1,2.97,1
LINK,2.55,59.9,3.53,11,2.97,3
LINK,2.609,59.9,1.37,2,2.97,1
LINK,2.614,59.9,4.32,26,2.97,3
LINK,2.623,56.6,1.15,6,2.97,1
LINK,2.71,57.4,8.61,80,2.97,3
LINK,2.976,60.3,1.27,4,2.97,1
LINK,3.061,68.8,2.33,9,2.97,2
LINK,0.323,42.3,0.0,1,2.97,1
LINK,0.791,42.3,0.85,2,2.97,1
LINK,0.798,42.3,1.96,3,2.97,2
LINK,0.938,42.3,5.59,7,2.97,3
LINK,1.146,42.3,20.24,130,2.97,3
LINK,0.935,54.9,2.41,5,2.97,3
LINK,0.909,54.9,0.9,6,2.97,1
LINK,0.857,54.9,4.1,9,2.97,3
LINK,0.789,49.7,0.15,2,2.97,1
LINK,1.198,49.7,1.66,10,2.97,2
LINK,1.324,49.7,16.13,125,2.97,3
LINK,1.304,53.7,23.55,598,2.97,3
LINK,1.316,52.1,10.45,85,2.97,3
LINK,1.594,53.9,4.14,4,2.97,2
LINK,1.637,53.9,0.37,2,2.97,1
LINK,1.763,53.9,0.62,3,2.97,1
LINK,1.864,57.4,11.01,159,2.97,3
LINK,2.3,70.5,1.83,7,2.97,2
LINK,2.351,71.9,1.28,2,2.97,1
LINK,2.514,71.9,3.44,7,2.97,3
LINK,2.413,71.9,3.33,4,2.97,3
LINK,2.561,71.9,1.21,2,2.97,2
LINK,2.407,59.3,26.1,348,2.97,3
LINK,2.389,67.0,6.63,16,2.97,3
LINK,2.17,71.5,1.87,2,2.97,2
LINK,2.303,71.5,2.74,3,2.97,3
LINK,1.267,49.2,1.57,8,2.97,2
LINK,1.575,49.2,1.62,6,2.97,2
LINK,1.792,49.2,2.89,12,2.97,3
DOGE,,,0.0,1,2.97,1
DOGE,,,1.34,4,2.97,1
DOGE,,,8.54,27,2.97,3
DOGE,,,35.06,3249,2.97,3
DOGE,1.713,59.6,1.03,10,2.97,1
DOGE,2.094,59.6,2.42,17,2.97,3
DOGE,2.182,53.4,2.81,11,2.97,2
DOGE,2.244,53.4,13.6,404,2.97,3
DOGE,2.84,67.5,0.0,1,2.97,1
DOGE,2.598,62.4,2.75,19,2.97,3
DOGE,2.746,62.4,3.37,30,2.97,3
DOGE,2.657,63.6,3.75,10,2.97,3
DOGE,2.963,63.6,9.41,109,2.97,3
DOGE,3.58,62.4,1.07,6,2.97,2
DOGE,2.428,59.8,1.58,9,2.97,2
DOGE,2.417,59.8,1.26,20,2.97,1
DOGE,2.599,59.9,21.67,213,2.97,3
DOGE,2.127,66.3,0.0,1,2.97,1
DOGE,2.254,66.3,0.0,1,2.97,1
DOGE,2.375,66.3,1.5,2,2.97,1
DOGE,2.452,66.3,8.22,17,2.97,3
DOGE,2.325,73.6,1.5,3,2.97,2
DOGE,2.266,73.6,3.09,12,2.97,3
DOGE,2.276,73.6,1.12,2,2.97,2
DOGE,2.705,73.6,2.5,2,2.97,2
DOGE,2.302,67.5,0.0,1,2.97,1
DOGE,2.53,67.5,2.29,2,2.97,2
DOGE,2.608,67.5,0.0,1,2.97,1
DOGE,3.69,69.1,0.61,9,2.97,1
DOGE,2.279,51.8,0.0,1,2.97,1
DOGE,2.445,51.8,17.5,63,2.97,3
DOGE,2.149,54.9,0.0,1,2.97,1
DOGE,2.245,54.9,0.0,1,2.97,1
DOGE,2.468,54.9,10.58,34,2.97,3
DOGE,2.205,55.4,11.61,36,2.97,3
DOGE,2.118,53.3,2.76,4,2.97,3
DOGE,1.963,48.4,1.33,2,2.97,1
DOGE,2.011,48.4,1.15,2,2.97,1
DOGE,2.009,48.4,25.59,45,2.97,3
DOGE,1.612,49.8,2.57,6,2.97,3
DOGE,1.852,49.8,2.9,2,2.97,2
DOGE,1.853,49.8,21.0,277,2.97,3
DOGE,1.493,56.8,2.8,8,2.97,2
DOGE,1.464,56.8,0.44,3,2.97,1
DOGE,1.724,56.8,0.92,2,2.97,1
DOGE,2.358,56.8,11.88,121,2.97,3
DOGE,1.516,53.8,1.22,2,2.97,1
DOGE,1.685,53.8,18.97,438,2.97,3
DOGE,2.202,54.3,14.13,133,2.97,3
DOGE,1.806,57.1,0.39,2,2.97,1
DOGE,1.855,57.1,10.94,92,2.97,3
DOGE,1.981,63.6,3.72,8,2.97,3
DOGE,4.577,65.5,0.0,1,2.97,1
DOGE,2.501,59.4,0.0,1,2.97,1
